customer_id,age,gender,income,loan_type,loan_amount,interest_rate,loan_term,loan_interest_rate,credit_score,employment_status,marital_status,remediation_strategy,missed_payments,missed_payments_duration,successful,timestamp
51211,31,Male,100394,Student,391534,0.09,60,9.0,509,Self-employed,Married,Loan Restructuring,5,4,False,2020-12-09
140385,65,Male,148764,Business,92629,0.07,58,7.000000000000001,751,Unemployed,Divorced,Loan Restructuring,3,7,False,2021-07-21
863145,53,Female,86182,Home,25668,0.17,18,17.0,534,Employed,Divorced,Refinancing,9,4,True,2018-05-06
436833,44,Female,28398,Business,277928,0.2,21,20.0,551,Unemployed,Single,Debt Consolidation,8,3,False,2023-01-25
35795,27,Male,98087,Home,278912,0.19,34,19.0,789,Self-employed,Single,Payment Reminder,1,3,False,2020-11-21
484132,40,Female,69257,Auto,211644,0.13,58,13.0,481,Employed,Married,Deferment,9,6,False,2023-06-12
507982,32,Female,160175,Student,67056,0.08,58,8.0,848,Unemployed,Married,Loan Restructuring,12,10,False,2021-11-10
983113,29,Male,148955,Personal,293410,0.07,13,7.000000000000001,825,Employed,Divorced,Refinancing,6,4,True,2021-08-13
775916,25,Male,195204,Home,373662,0.08,38,8.0,630,Self-employed,Single,Deferment,7,7,True,2020-01-02
122143,20,Female,134726,Student,120768,0.06,54,6.0,461,Self-employed,Married,Deferment,2,12,True,2019-01-01
808762,55,Female,50199,Home,314493,0.16,55,16.0,419,Self-employed,Single,Deferment,12,5,False,2019-08-16
756210,21,Female,48508,Personal,223336,0.11,34,11.0,654,Unemployed,Divorced,Debt Consolidation,12,9,True,2023-10-09
525085,52,Female,168615,Auto,36872,0.14,57,14.000000000000002,804,Unemployed,Divorced,Debt Consolidation,1,2,False,2020-01-10
227458,24,Male,99240,Student,91774,0.11,57,11.0,707,Unemployed,Single,Payment Reminder,11,8,False,2020-01-08
12268,48,Male,100827,Home,219542,0.18,49,18.0,492,Self-employed,Single,Payment Reminder,9,2,True,2018-09-05
910691,61,Female,159910,Business,446651,0.15,41,15.0,650,Unemployed,Single,Refinancing,9,7,True,2021-06-12
574466,32,Male,162749,Student,80706,0.19,59,19.0,403,Unemployed,Married,Forbearance,12,10,True,2022-05-04
248848,33,Male,95363,Home,207701,0.19,31,19.0,375,Unemployed,Single,Forbearance,10,9,False,2021-06-01
92853,34,Female,199575,Personal,437505,0.14,29,14.000000000000002,513,Self-employed,Single,Payment Reminder,1,1,True,2021-01-16
659430,63,Male,154761,Business,185809,0.07,29,7.000000000000001,513,Unemployed,Married,Forbearance,10,9,True,2020-03-16
790107,63,Male,111756,Home,184579,0.15,42,15.0,546,Self-employed,Single,Loan Restructuring,11,10,False,2021-09-04
414531,49,Male,126996,Student,420147,0.05,38,5.0,592,Unemployed,Single,Debt Consolidation,6,1,True,2020-02-26
713019,20,Female,162986,Home,464810,0.12,58,12.0,374,Unemployed,Married,Refinancing,0,0,True,2021-11-04
561328,60,Male,187591,Business,228606,0.11,45,11.0,315,Self-employed,Married,Refinancing,12,2,True,2021-09-03
875470,57,Male,63144,Business,142619,0.06,36,6.0,686,Unemployed,Single,Refinancing,3,4,True,2023-05-12
929692,52,Female,63665,Home,266456,0.08,39,8.0,413,Employed,Divorced,Deferment,3,2,False,2018-05-17
900,52,Male,194478,Auto,304621,0.08,27,8.0,382,Unemployed,Married,Payment Reminder,12,12,False,2022-03-24
550097,24,Male,38691,Student,478734,0.14,44,14.000000000000002,358,Employed,Married,Deferment,0,0,True,2023-11-17
524162,45,Male,97833,Auto,181754,0.05,50,5.0,408,Employed,Divorced,Debt Consolidation,6,6,False,2023-04-08
386892,34,Male,69097,Business,172527,0.19,34,19.0,551,Employed,Single,Forbearance,3,9,True,2022-01-24
28780,49,Male,47277,Auto,418085,0.16,19,16.0,316,Unemployed,Married,Forbearance,1,6,False,2022-12-20
377565,20,Male,157314,Home,291560,0.19,12,19.0,730,Unemployed,Married,Forbearance,5,2,False,2020-01-30
380315,25,Male,82129,Student,15945,0.12,25,12.0,625,Employed,Divorced,Refinancing,5,8,True,2022-02-01
866690,41,Male,193787,Student,318693,0.19,24,19.0,678,Unemployed,Single,Deferment,12,2,True,2020-09-03
295688,22,Female,72077,Home,470958,0.11,54,11.0,757,Unemployed,Single,Deferment,11,9,False,2021-05-24
153349,47,Male,109656,Business,279045,0.11,42,11.0,331,Employed,Single,Debt Consolidation,10,4,False,2018-12-11
570531,64,Male,87671,Student,66447,0.1,33,10.0,430,Employed,Married,Forbearance,5,3,True,2019-09-25
89718,60,Female,51359,Home,53092,0.14,48,14.000000000000002,443,Unemployed,Married,Debt Consolidation,8,2,False,2019-10-31
609953,52,Male,142780,Student,403318,0.12,42,12.0,408,Self-employed,Divorced,Loan Restructuring,8,3,False,2018-09-09
786295,56,Male,123232,Home,57091,0.15,52,15.0,705,Self-employed,Married,Refinancing,3,5,False,2019-01-04
755531,49,Female,89230,Auto,134278,0.06,39,6.0,315,Unemployed,Single,Forbearance,11,6,True,2021-07-13
360755,24,Male,80843,Home,255705,0.08,26,8.0,736,Employed,Married,Forbearance,2,3,False,2018-11-01
771452,48,Male,27141,Business,203981,0.19,35,19.0,513,Employed,Divorced,Loan Restructuring,0,0,True,2022-04-22
502449,22,Male,54583,Business,292904,0.15,39,15.0,416,Employed,Married,Forbearance,11,1,True,2018-01-17
569517,63,Female,38054,Home,160549,0.11,59,11.0,632,Employed,Single,Payment Reminder,6,1,False,2019-02-23
810483,58,Male,58898,Auto,160831,0.19,18,19.0,480,Employed,Single,Debt Consolidation,7,1,False,2020-12-09
319807,20,Female,179754,Personal,67416,0.16,38,16.0,375,Unemployed,Single,Loan Restructuring,4,10,True,2020-07-10
44577,50,Female,122456,Business,10910,0.09,28,9.0,349,Self-employed,Divorced,Payment Reminder,5,4,True,2018-10-23
417516,24,Female,82952,Business,99885,0.18,38,18.0,374,Self-employed,Divorced,Loan Restructuring,10,4,True,2019-12-23
50881,61,Male,155312,Personal,81980,0.06,48,6.0,541,Employed,Married,Deferment,10,3,True,2023-02-18
354411,30,Male,47643,Home,438910,0.16,49,16.0,626,Self-employed,Divorced,Deferment,7,1,False,2023-09-30
549738,27,Male,174080,Personal,105396,0.08,53,8.0,753,Unemployed,Married,Debt Consolidation,1,6,False,2021-06-30
70969,47,Female,145849,Home,265353,0.05,19,5.0,696,Employed,Married,Payment Reminder,2,10,False,2023-09-27
208767,56,Male,23560,Personal,356141,0.17,42,17.0,417,Unemployed,Divorced,Forbearance,8,4,False,2020-03-10
47168,57,Male,98835,Auto,247875,0.15,25,15.0,794,Employed,Divorced,Payment Reminder,10,1,False,2021-09-02
35747,59,Female,195130,Auto,120844,0.11,53,11.0,376,Self-employed,Single,Refinancing,11,8,True,2020-07-10
170492,19,Male,23452,Business,232154,0.16,43,16.0,438,Self-employed,Single,Payment Reminder,0,0,False,2019-03-27
469668,46,Female,77888,Personal,20007,0.06,32,6.0,483,Employed,Single,Refinancing,8,11,False,2018-03-08
262122,20,Female,141252,Student,10536,0.17,48,17.0,337,Employed,Married,Loan Restructuring,5,3,True,2022-09-26
375974,30,Male,38477,Business,103740,0.17,49,17.0,302,Self-employed,Divorced,Loan Restructuring,11,12,True,2019-07-07
562331,40,Female,186375,Home,92345,0.19,18,19.0,618,Unemployed,Married,Payment Reminder,3,4,False,2018-11-11
240226,55,Male,136497,Home,463187,0.17,46,17.0,516,Unemployed,Single,Refinancing,10,4,True,2019-12-12
556268,21,Male,141787,Personal,431787,0.06,34,6.0,326,Unemployed,Divorced,Forbearance,8,2,False,2020-11-27
923405,53,Female,79692,Home,434220,0.19,38,19.0,561,Self-employed,Single,Deferment,7,9,False,2018-10-16
39146,39,Male,43373,Auto,431213,0.17,17,17.0,316,Employed,Divorced,Loan Restructuring,10,12,False,2021-06-04
672857,30,Male,45100,Business,227299,0.06,50,6.0,570,Self-employed,Married,Forbearance,12,4,False,2021-02-06
376306,64,Female,70629,Student,309861,0.12,28,12.0,653,Unemployed,Single,Refinancing,7,7,False,2018-04-21
864146,47,Male,59026,Student,201510,0.09,23,9.0,575,Employed,Single,Payment Reminder,4,9,True,2021-02-01
30979,56,Male,177340,Student,285147,0.19,17,19.0,392,Employed,Single,Loan Restructuring,5,12,True,2021-05-24
538028,44,Male,100447,Home,188958,0.08,56,8.0,626,Self-employed,Married,Forbearance,8,9,False,2024-01-09
632290,62,Female,70949,Student,89150,0.15,22,15.0,624,Self-employed,Married,Deferment,2,12,True,2023-10-09
234610,32,Male,185044,Home,127754,0.05,24,5.0,776,Self-employed,Married,Loan Restructuring,0,0,False,2018-05-12
739218,20,Male,31424,Personal,216659,0.07,25,7.000000000000001,844,Unemployed,Divorced,Payment Reminder,4,9,True,2023-12-30
424810,27,Male,192326,Student,55712,0.15,34,15.0,537,Self-employed,Divorced,Loan Restructuring,11,4,True,2023-06-15
860672,34,Male,39118,Auto,499715,0.16,27,16.0,322,Unemployed,Married,Refinancing,11,12,True,2019-11-30
278966,47,Male,185787,Auto,298494,0.08,15,8.0,766,Self-employed,Married,Deferment,4,8,True,2022-08-29
504062,55,Female,20658,Business,371883,0.11,37,11.0,306,Unemployed,Married,Refinancing,6,10,False,2023-08-05
384381,46,Female,165430,Home,28975,0.19,49,19.0,308,Employed,Married,Forbearance,2,4,False,2022-07-09
282014,27,Female,140976,Personal,496534,0.07,25,7.000000000000001,623,Employed,Married,Forbearance,2,11,False,2022-01-04
697942,39,Male,66529,Personal,294771,0.1,55,10.0,346,Employed,Married,Payment Reminder,0,0,False,2018-05-15
778669,36,Male,32882,Home,71045,0.15,45,15.0,665,Unemployed,Divorced,Payment Reminder,10,3,False,2019-10-19
793216,46,Female,93228,Student,17333,0.13,51,13.0,782,Unemployed,Divorced,Loan Restructuring,5,5,True,2019-01-10
795134,40,Male,93724,Student,216658,0.07,44,7.000000000000001,686,Employed,Single,Debt Consolidation,9,11,False,2024-01-03
538073,47,Female,46310,Auto,309962,0.17,40,17.0,686,Employed,Married,Refinancing,3,1,False,2019-06-13
344070,62,Male,118770,Personal,430843,0.08,15,8.0,607,Employed,Single,Debt Consolidation,8,6,False,2022-11-23
952131,36,Female,39342,Auto,149959,0.12,51,12.0,448,Self-employed,Divorced,Payment Reminder,6,5,False,2023-10-20
636999,31,Male,191796,Student,489544,0.15,26,15.0,729,Self-employed,Single,Payment Reminder,6,4,True,2018-10-10
904339,32,Female,89876,Auto,155242,0.18,56,18.0,557,Unemployed,Married,Refinancing,2,8,True,2021-08-22
279648,54,Male,99175,Personal,86461,0.18,31,18.0,715,Employed,Divorced,Debt Consolidation,8,12,False,2020-03-03
156733,56,Female,158732,Home,177986,0.11,17,11.0,579,Unemployed,Married,Debt Consolidation,0,0,True,2021-09-23
147919,26,Male,38258,Home,446140,0.06,59,6.0,527,Employed,Married,Forbearance,5,11,False,2023-02-11
166336,53,Male,103858,Personal,38893,0.05,34,5.0,726,Employed,Married,Deferment,9,8,True,2022-04-22
548208,54,Female,121520,Personal,389386,0.17,58,17.0,557,Employed,Divorced,Refinancing,3,6,True,2022-01-20
230732,60,Male,88951,Auto,317883,0.14,48,14.000000000000002,790,Self-employed,Divorced,Deferment,1,7,False,2019-06-12
850846,22,Female,183063,Student,323298,0.11,19,11.0,774,Unemployed,Single,Payment Reminder,0,0,True,2020-09-12
964290,27,Male,129210,Student,404270,0.06,22,6.0,544,Employed,Divorced,Payment Reminder,11,11,True,2018-06-01
990543,44,Male,70055,Business,480212,0.14,46,14.000000000000002,735,Unemployed,Divorced,Deferment,0,0,True,2023-06-24
81838,37,Female,190535,Business,219870,0.15,28,15.0,625,Unemployed,Single,Deferment,6,4,False,2023-05-11
782869,43,Male,71247,Auto,411845,0.14,45,14.000000000000002,823,Unemployed,Single,Loan Restructuring,4,1,True,2020-11-10
334892,59,Female,190197,Personal,264174,0.05,23,5.0,394,Self-employed,Married,Refinancing,5,4,True,2022-05-22
754980,55,Female,40316,Home,362263,0.08,37,8.0,475,Self-employed,Married,Payment Reminder,3,12,False,2023-08-03
178919,53,Male,32579,Personal,111534,0.1,33,10.0,544,Self-employed,Single,Refinancing,7,9,False,2023-07-14
698400,55,Male,170567,Auto,332930,0.2,53,20.0,370,Self-employed,Married,Deferment,5,7,False,2023-08-15
292788,59,Female,125795,Personal,235590,0.17,49,17.0,606,Employed,Married,Loan Restructuring,11,5,True,2020-07-30
317476,28,Female,91488,Auto,265774,0.17,13,17.0,614,Self-employed,Married,Loan Restructuring,10,3,False,2023-08-02
719343,46,Male,155703,Personal,391451,0.08,51,8.0,518,Unemployed,Married,Debt Consolidation,2,1,True,2020-07-28
531346,63,Male,119092,Business,322409,0.11,40,11.0,514,Employed,Divorced,Loan Restructuring,5,2,False,2020-02-27
808117,26,Male,34088,Student,490312,0.15,34,15.0,514,Unemployed,Single,Deferment,3,12,True,2022-05-11
130352,60,Male,28886,Auto,388673,0.2,37,20.0,454,Unemployed,Married,Debt Consolidation,11,3,False,2021-11-02
758301,37,Male,162665,Home,309932,0.05,50,5.0,850,Employed,Divorced,Deferment,2,3,False,2019-04-08
583287,51,Male,177863,Home,412785,0.14,34,14.000000000000002,493,Self-employed,Married,Refinancing,9,10,True,2022-09-18
498664,31,Male,67917,Business,13909,0.17,40,17.0,439,Employed,Single,Forbearance,7,8,True,2018-04-04
325427,27,Female,128968,Business,350745,0.13,29,13.0,438,Unemployed,Single,Refinancing,0,0,True,2023-05-29
190505,27,Male,51048,Personal,136447,0.11,16,11.0,718,Unemployed,Single,Refinancing,7,3,False,2019-09-12
944069,40,Female,39644,Student,175642,0.16,49,16.0,398,Employed,Married,Refinancing,12,10,True,2019-04-05
612337,45,Male,129996,Home,389894,0.19,38,19.0,522,Self-employed,Divorced,Payment Reminder,10,12,False,2021-08-10
518386,55,Female,120044,Student,59180,0.12,60,12.0,515,Unemployed,Married,Forbearance,7,2,True,2018-02-01
606169,40,Male,130023,Home,460057,0.16,43,16.0,339,Self-employed,Married,Refinancing,11,9,False,2018-03-08
968007,56,Male,111315,Personal,91232,0.16,51,16.0,301,Employed,Divorced,Refinancing,5,11,True,2023-05-03
657080,30,Female,174867,Auto,55801,0.19,59,19.0,558,Unemployed,Divorced,Refinancing,9,3,True,2022-11-16
991315,44,Female,195786,Personal,359600,0.19,51,19.0,376,Employed,Single,Payment Reminder,1,5,False,2021-03-20
408206,44,Female,97269,Auto,173917,0.1,18,10.0,546,Employed,Single,Loan Restructuring,9,3,False,2019-02-03
554569,27,Male,69204,Student,377490,0.09,27,9.0,807,Unemployed,Single,Loan Restructuring,5,1,False,2021-07-11
320809,31,Male,99741,Student,457138,0.16,43,16.0,755,Unemployed,Single,Payment Reminder,0,0,False,2023-06-29
239454,54,Male,168954,Student,22286,0.15,33,15.0,584,Unemployed,Single,Payment Reminder,0,0,False,2023-02-04
921305,38,Female,155777,Personal,160458,0.14,23,14.000000000000002,703,Unemployed,Married,Loan Restructuring,0,0,False,2021-11-20
573196,31,Male,135512,Auto,416552,0.2,44,20.0,704,Employed,Single,Debt Consolidation,12,3,False,2022-10-03
515854,49,Male,141524,Home,411670,0.18,55,18.0,795,Self-employed,Divorced,Payment Reminder,2,6,True,2018-04-03
752613,46,Male,69998,Student,484514,0.09,47,9.0,666,Employed,Married,Refinancing,5,9,True,2023-05-08
406436,40,Female,138139,Auto,483512,0.12,13,12.0,791,Unemployed,Married,Deferment,7,4,True,2023-01-25
5099,53,Male,179075,Auto,117872,0.11,27,11.0,485,Self-employed,Single,Forbearance,12,4,True,2018-12-22
541198,21,Male,108935,Business,302664,0.12,31,12.0,321,Employed,Single,Forbearance,1,8,False,2021-04-30
9683,28,Male,195676,Home,357592,0.19,20,19.0,515,Unemployed,Single,Forbearance,9,1,True,2022-08-23
651628,48,Male,129068,Business,416682,0.18,39,18.0,504,Employed,Single,Forbearance,1,11,False,2023-12-04
723882,38,Male,33335,Student,298296,0.05,16,5.0,492,Employed,Divorced,Refinancing,9,12,True,2021-10-18
945383,53,Male,29163,Personal,196277,0.19,28,19.0,624,Self-employed,Single,Loan Restructuring,9,12,False,2019-12-27
402320,33,Male,66792,Personal,240693,0.16,33,16.0,417,Unemployed,Single,Loan Restructuring,10,11,True,2021-01-29
420213,29,Male,145409,Home,239654,0.08,53,8.0,446,Unemployed,Married,Loan Restructuring,6,6,False,2020-04-19
193796,30,Male,104283,Home,32232,0.16,53,16.0,768,Self-employed,Divorced,Forbearance,11,11,True,2018-05-02
410071,29,Female,173453,Business,310736,0.1,12,10.0,698,Employed,Single,Deferment,6,3,False,2022-02-13
144321,61,Female,32955,Personal,421590,0.06,31,6.0,311,Unemployed,Divorced,Payment Reminder,3,2,True,2020-12-01
9296,46,Male,114525,Personal,40784,0.13,14,13.0,742,Employed,Divorced,Debt Consolidation,2,11,False,2023-03-03
968030,36,Female,63685,Student,397751,0.12,22,12.0,492,Self-employed,Single,Loan Restructuring,0,0,True,2020-07-10
692763,64,Male,189868,Personal,397764,0.09,31,9.0,573,Employed,Divorced,Debt Consolidation,7,9,False,2023-06-18
653515,43,Female,160783,Auto,182065,0.1,39,10.0,607,Unemployed,Single,Deferment,5,7,True,2019-04-29
718687,28,Female,188296,Personal,352176,0.13,34,13.0,629,Self-employed,Married,Deferment,2,11,False,2019-03-06
84529,64,Female,116079,Student,216364,0.19,17,19.0,460,Unemployed,Divorced,Deferment,4,9,True,2020-03-01
238161,39,Female,51501,Business,40076,0.2,41,20.0,372,Self-employed,Married,Refinancing,9,11,True,2021-08-18
694475,50,Male,176683,Business,137611,0.08,52,8.0,850,Unemployed,Married,Loan Restructuring,3,6,False,2023-12-27
393506,44,Male,166134,Personal,88393,0.2,48,20.0,301,Employed,Married,Payment Reminder,12,5,False,2023-02-23
829546,47,Female,147048,Home,369052,0.07,40,7.000000000000001,587,Self-employed,Single,Deferment,2,3,True,2018-11-02
841519,40,Male,84751,Personal,451648,0.09,50,9.0,738,Unemployed,Married,Deferment,6,4,True,2018-12-26
107237,28,Female,38276,Student,487155,0.1,30,10.0,501,Unemployed,Divorced,Forbearance,4,6,False,2019-05-14
108025,45,Male,110430,Student,277710,0.12,13,12.0,303,Self-employed,Single,Deferment,10,5,True,2023-10-18
79090,56,Female,47667,Personal,272792,0.09,27,9.0,697,Employed,Divorced,Loan Restructuring,3,10,True,2020-03-05
118925,30,Male,76040,Student,185980,0.07,46,7.000000000000001,445,Employed,Married,Forbearance,0,0,True,2024-01-02
583638,51,Female,120056,Student,260853,0.16,48,16.0,328,Self-employed,Divorced,Debt Consolidation,4,7,False,2018-11-05
746813,43,Male,169387,Personal,287233,0.05,35,5.0,331,Self-employed,Single,Deferment,3,10,True,2023-11-23
727388,24,Female,52865,Student,286901,0.06,50,6.0,832,Self-employed,Married,Deferment,9,3,True,2019-12-22
281268,36,Male,183015,Personal,128778,0.06,31,6.0,720,Self-employed,Divorced,Loan Restructuring,10,10,False,2019-12-22
645578,19,Male,96036,Auto,478181,0.11,41,11.0,570,Unemployed,Divorced,Deferment,5,12,True,2021-07-29
204678,26,Male,79793,Home,80446,0.18,23,18.0,737,Self-employed,Married,Refinancing,9,8,False,2021-12-17
386592,29,Female,43946,Business,192668,0.14,45,14.000000000000002,423,Unemployed,Married,Forbearance,12,7,False,2024-01-22
32404,32,Male,180433,Personal,187294,0.2,41,20.0,337,Employed,Divorced,Debt Consolidation,7,2,True,2022-12-31
202254,32,Female,173375,Home,139139,0.07,46,7.000000000000001,618,Self-employed,Married,Deferment,0,0,False,2019-11-28
395849,40,Male,107079,Student,292023,0.16,42,16.0,749,Self-employed,Divorced,Forbearance,8,2,True,2022-07-14
103966,36,Female,35997,Personal,147213,0.14,36,14.000000000000002,383,Self-employed,Divorced,Forbearance,6,9,False,2019-11-29
270704,43,Female,25552,Business,485582,0.15,54,15.0,451,Self-employed,Single,Deferment,10,2,False,2023-06-20
333554,61,Female,48480,Home,214125,0.06,36,6.0,370,Unemployed,Married,Debt Consolidation,4,2,False,2021-12-27
229593,65,Male,76943,Student,188091,0.14,30,14.000000000000002,306,Unemployed,Single,Forbearance,4,12,True,2019-09-18
247673,45,Female,55894,Home,355125,0.05,41,5.0,470,Unemployed,Divorced,Payment Reminder,5,5,True,2023-05-04
808628,49,Male,99249,Personal,469213,0.12,50,12.0,347,Unemployed,Divorced,Debt Consolidation,6,3,True,2019-08-25
634444,63,Male,118646,Home,227169,0.11,26,11.0,466,Self-employed,Divorced,Deferment,9,12,True,2021-06-14
300036,23,Female,124799,Student,261613,0.11,28,11.0,347,Self-employed,Married,Payment Reminder,11,1,True,2020-05-23
775219,59,Female,45349,Student,20058,0.13,12,13.0,591,Unemployed,Single,Loan Restructuring,8,7,True,2018-05-26
265952,60,Male,43588,Home,130216,0.07,22,7.000000000000001,588,Employed,Married,Deferment,1,3,False,2020-11-17
456861,28,Female,181183,Home,373355,0.09,33,9.0,769,Self-employed,Single,Payment Reminder,7,2,True,2022-03-13
582520,60,Female,181489,Personal,488455,0.13,19,13.0,781,Unemployed,Divorced,Payment Reminder,4,12,True,2023-05-30
403059,20,Male,100092,Home,277792,0.2,13,20.0,788,Employed,Divorced,Deferment,4,3,False,2021-01-18
140506,24,Female,95395,Home,174438,0.17,27,17.0,325,Employed,Married,Deferment,10,2,True,2020-03-14
777495,27,Female,146606,Business,81718,0.09,21,9.0,420,Employed,Married,Refinancing,0,0,True,2019-09-24
956462,60,Female,56106,Auto,385994,0.2,38,20.0,624,Self-employed,Married,Deferment,11,6,False,2018-12-16
135401,24,Male,117132,Business,438774,0.19,36,19.0,706,Unemployed,Married,Refinancing,0,0,True,2020-02-06
165730,54,Female,97847,Business,201905,0.06,35,6.0,838,Employed,Divorced,Debt Consolidation,2,8,False,2018-02-09
510339,30,Male,125905,Student,204699,0.05,20,5.0,804,Unemployed,Married,Refinancing,4,1,True,2023-09-11
581489,31,Male,85799,Student,152690,0.19,59,19.0,329,Unemployed,Divorced,Forbearance,0,0,True,2019-10-03
256488,30,Female,183379,Home,334222,0.11,60,11.0,778,Unemployed,Single,Deferment,5,2,False,2024-01-28
802623,55,Male,150727,Business,44530,0.13,24,13.0,779,Self-employed,Married,Refinancing,8,7,False,2023-01-30
779759,18,Male,129405,Student,380506,0.15,36,15.0,420,Employed,Single,Deferment,2,1,False,2018-01-11
298009,64,Female,154800,Home,10627,0.15,54,15.0,366,Self-employed,Single,Debt Consolidation,4,12,False,2021-09-05
224961,23,Male,65278,Auto,144111,0.06,59,6.0,312,Employed,Single,Loan Restructuring,10,3,True,2021-04-17
884152,32,Male,172555,Home,47043,0.18,16,18.0,709,Self-employed,Divorced,Loan Restructuring,1,9,True,2023-05-10
800914,58,Female,153563,Student,293554,0.1,50,10.0,666,Self-employed,Single,Loan Restructuring,8,3,False,2023-08-26
851426,21,Male,25762,Student,355186,0.08,39,8.0,668,Self-employed,Married,Refinancing,7,10,False,2023-07-04
638524,33,Female,108808,Home,350391,0.15,12,15.0,484,Employed,Married,Forbearance,10,12,True,2021-02-03
15678,57,Male,108630,Personal,264764,0.14,12,14.000000000000002,464,Unemployed,Single,Payment Reminder,10,6,True,2018-08-21
228621,42,Female,85817,Home,129072,0.11,14,11.0,706,Self-employed,Single,Deferment,8,4,True,2023-09-13
25885,51,Female,189410,Personal,496229,0.05,58,5.0,717,Employed,Married,Forbearance,7,2,True,2021-06-17
385122,27,Female,195776,Business,175743,0.06,47,6.0,333,Self-employed,Single,Deferment,6,6,False,2019-09-17
55025,63,Male,151413,Home,454460,0.1,17,10.0,769,Unemployed,Single,Deferment,0,0,False,2021-10-12
11168,51,Female,133079,Auto,118283,0.05,56,5.0,660,Employed,Married,Refinancing,9,11,False,2018-02-05
193598,24,Male,20510,Auto,108860,0.1,24,10.0,846,Employed,Married,Forbearance,10,12,False,2020-09-27
904651,30,Female,103936,Student,371326,0.14,14,14.000000000000002,806,Self-employed,Divorced,Forbearance,3,6,True,2023-04-01
927820,63,Male,93461,Home,42060,0.1,31,10.0,760,Self-employed,Divorced,Deferment,2,2,False,2023-03-23
633669,51,Male,150604,Business,481252,0.07,24,7.000000000000001,301,Self-employed,Single,Debt Consolidation,6,2,False,2023-08-11
26219,44,Male,31171,Student,10565,0.16,16,16.0,426,Employed,Married,Refinancing,12,4,True,2018-11-13
573259,60,Female,39675,Personal,325992,0.11,16,11.0,373,Employed,Single,Loan Restructuring,10,4,True,2018-04-29
149758,22,Male,97097,Home,274932,0.07,43,7.000000000000001,401,Employed,Divorced,Forbearance,4,1,False,2021-06-19
105260,49,Male,80535,Business,403199,0.15,37,15.0,603,Unemployed,Single,Payment Reminder,11,6,False,2020-10-03
728316,22,Female,94612,Student,432437,0.18,15,18.0,521,Employed,Single,Deferment,4,5,True,2020-10-01
587991,56,Female,50632,Home,266821,0.11,30,11.0,378,Self-employed,Married,Refinancing,10,5,False,2019-03-06
503363,47,Female,135165,Auto,472789,0.13,24,13.0,370,Self-employed,Married,Debt Consolidation,2,4,True,2024-02-17
571383,20,Male,40127,Business,97507,0.05,42,5.0,377,Self-employed,Divorced,Forbearance,9,3,True,2019-09-28
576566,56,Female,73918,Personal,449745,0.2,21,20.0,346,Employed,Married,Payment Reminder,7,3,True,2020-03-03
447256,65,Male,83836,Auto,142859,0.14,60,14.000000000000002,520,Self-employed,Single,Debt Consolidation,4,8,True,2023-05-05
642850,65,Female,146392,Student,475695,0.19,40,19.0,462,Unemployed,Divorced,Loan Restructuring,10,7,True,2022-10-11
308338,44,Female,150513,Home,214502,0.08,50,8.0,454,Employed,Divorced,Payment Reminder,5,12,True,2022-11-20
564723,34,Male,127273,Home,47374,0.11,23,11.0,761,Unemployed,Married,Refinancing,8,11,False,2019-11-16
502798,33,Male,177114,Personal,494946,0.14,13,14.000000000000002,629,Employed,Married,Forbearance,9,11,False,2018-02-04
443687,53,Male,84902,Home,462097,0.12,18,12.0,432,Self-employed,Single,Debt Consolidation,7,8,True,2021-03-21
868707,38,Female,134385,Home,233352,0.18,32,18.0,644,Unemployed,Single,Payment Reminder,12,9,True,2024-01-31
298137,27,Male,158008,Business,168189,0.11,15,11.0,751,Employed,Divorced,Loan Restructuring,9,8,False,2021-11-17
862157,45,Male,41111,Business,446642,0.07,22,7.000000000000001,743,Unemployed,Single,Forbearance,7,9,True,2021-03-05
339979,50,Male,170899,Business,59555,0.2,59,20.0,816,Unemployed,Divorced,Refinancing,10,3,True,2021-11-16
342097,53,Female,23143,Personal,356649,0.19,39,19.0,719,Self-employed,Divorced,Deferment,11,5,True,2021-11-01
558753,52,Male,120956,Business,22745,0.11,24,11.0,450,Employed,Single,Deferment,3,12,True,2021-03-30
578490,36,Male,141728,Business,413896,0.05,21,5.0,355,Self-employed,Divorced,Forbearance,4,8,False,2019-03-18
790472,52,Female,93730,Home,368694,0.09,17,9.0,359,Unemployed,Married,Forbearance,6,2,True,2018-03-29
839840,46,Female,180340,Auto,410125,0.09,15,9.0,725,Unemployed,Single,Debt Consolidation,7,11,True,2023-06-02
572823,56,Male,153859,Auto,322061,0.1,33,10.0,498,Unemployed,Married,Refinancing,5,4,False,2020-12-02
924447,23,Female,101807,Home,171304,0.1,28,10.0,438,Employed,Single,Debt Consolidation,2,12,True,2019-01-04
260530,60,Male,85776,Business,138515,0.1,48,10.0,363,Unemployed,Single,Refinancing,6,8,False,2023-02-09
439059,38,Female,165833,Personal,153856,0.06,27,6.0,745,Self-employed,Married,Refinancing,12,3,True,2023-11-20
338420,23,Female,121442,Business,352822,0.18,57,18.0,470,Self-employed,Divorced,Debt Consolidation,2,6,True,2021-02-12
715043,27,Male,53113,Business,345358,0.11,25,11.0,423,Unemployed,Single,Loan Restructuring,7,10,False,2023-08-27
1099,38,Male,104819,Personal,76571,0.16,47,16.0,303,Employed,Single,Refinancing,8,6,False,2023-06-20
